rt,choice,correct,dr,drt,participant
0.5004,1,1,0,,S3
0.4609,2,0,0,,S3
0.5355,1,1,0,,S3
0.5129,2,1,0,,S3
0.5197,1,1,0,,S3
0.4177,2,0,0,,S3
0.5219,1,1,0,,S3
0.5448999999999999,2,1,0,,S3
0.5862,1,1,0,,S3
0.5189,2,1,0,,S3
0.5522999999999999,2,1,0,,S3
0.48310000000000003,2,1,0,,S3
0.49839999999999995,2,1,0,,S3
0.5689,2,1,0,,S3
0.5758,1,1,0,,S3
0.4616,1,1,0,,S3
0.5116,1,1,0,,S3
0.5121,1,1,0,,S3
0.4919,1,1,0,,S3
0.638,2,0,1,0.0897,S3
0.6259,2,0,0,,S3
0.43,1,1,0,,S3
0.4699,2,1,0,,S3
0.5284,2,1,0,,S3
0.4278,1,1,1,0.1333,S3
0.692,1,1,0,,S3
0.6214,2,1,0,,S3
0.4845,2,1,0,,S3
0.5018,1,1,0,,S3
0.6475,1,1,0,,S3
0.6108,2,1,0,,S3
0.49310000000000004,2,1,0,,S3
0.5598,2,1,0,,S3
0.5213,2,1,0,,S3
0.5931000000000001,2,1,0,,S3
0.4225,1,1,0,,S3
0.4189,2,0,1,0.11359999999999999,S3
0.5704,1,1,0,,S3
0.6187,2,1,0,,S3
0.5322,2,0,0,,S3
0.455,1,0,0,,S3
0.4833,2,0,1,0.2251,S3
0.8839,1,1,0,,S3
0.6405,1,1,0,,S3
0.5089,1,0,0,,S3
0.6419,1,1,0,,S3
0.5172,2,0,1,0.06670000000000001,S3
0.7587,2,0,0,,S3
0.7483,1,1,0,,S3
0.6674,2,1,0,,S3
0.442,1,1,0,,S3
0.5689,2,0,0,,S3
0.4476,1,1,0,,S3
0.6131,2,1,0,,S3
0.5072,1,0,0,,S3
0.5759,2,1,0,,S3
0.53,2,1,0,,S3
0.4639,1,0,0,,S3
0.6306,2,1,0,,S3
0.4968,2,1,0,,S3
0.5181,2,0,0,,S3
0.7074,2,1,0,,S3
0.48169999999999996,2,1,0,,S3
0.5212,2,0,0,,S3
0.6327999999999999,2,1,0,,S3
0.4541,1,0,0,,S3
0.5111,2,1,0,,S3
0.5327000000000001,1,1,0,,S3
0.5028,1,0,1,0.053399999999999996,S3
0.5532,2,1,0,,S3
0.5278999999999999,1,1,0,,S3
0.5147,1,1,0,,S3
0.455,2,1,0,,S3
0.5609,1,1,0,,S3
0.4378,2,0,0,,S3
0.6775,2,1,0,,S3
0.4845,1,1,0,,S3
0.524,2,0,1,0.049100000000000005,S3
0.5464,1,1,0,,S3
0.5656,2,1,0,,S3
0.4747,2,1,0,,S3
0.4855,2,1,0,,S3
0.6677000000000001,2,1,0,,S3
0.43139999999999995,2,1,0,,S3
0.44089999999999996,1,1,0,,S3
0.4633,2,1,0,,S3
0.5717000000000001,2,1,0,,S3
0.4988,2,0,0,,S3
0.4653,2,1,0,,S3
0.4809,2,1,0,,S3
0.4763,1,1,0,,S3
0.4583,2,0,0,,S3
0.551,1,0,0,,S3
0.5107,2,0,0,,S3
0.4752,2,1,0,,S3
0.4566,2,1,0,,S3
0.4577,1,1,0,,S3
0.4715,2,0,0,,S3
0.0197,1,0,0,,S3
0.4627,2,0,0,,S3
0.5604,2,0,1,0.2442,S3
0.6279,1,1,0,,S3
0.5556,2,1,0,,S3
0.6267999999999999,1,1,0,,S3
0.4589,2,1,0,,S3
0.3972,1,0,0,,S3
0.4644,2,1,0,,S3
0.4774,2,0,0,,S3
0.5155,1,1,0,,S3
0.5745,2,1,0,,S3
0.5455,1,0,0,,S3
0.4656,2,1,0,,S3
0.5486,1,1,0,,S3
0.4378,2,0,0,,S3
0.5275,2,0,0,,S3
0.5895,2,1,0,,S3
0.4333,1,0,0,,S3
0.3482,2,0,0,,S3
0.6306,1,1,0,,S3
0.43610000000000004,2,0,0,,S3
0.6601,2,1,0,,S3
0.4602,1,1,0,,S3
0.5278999999999999,2,1,0,,S3
0.5441,2,1,0,,S3
0.5647000000000001,2,1,0,,S3
0.5047,1,1,0,,S3
0.4909,2,1,0,,S3
0.5257000000000001,1,1,0,,S3
0.4662,2,0,0,,S3
0.7775,2,1,0,,S3
0.5882000000000001,2,1,0,,S3
0.49760000000000004,2,0,0,,S3
0.6021,2,1,0,,S3
0.48569999999999997,2,1,0,,S3
0.4343,1,1,0,,S3
0.48819999999999997,1,1,0,,S3
0.4547,2,1,0,,S3
0.5847,1,1,0,,S3
0.4535,2,1,0,,S3
0.42619999999999997,1,1,0,,S3
0.4195,2,1,0,,S3
0.4627,1,1,1,0.102,S3
0.4815,1,1,0,,S3
0.5189,2,0,0,,S3
0.498,2,0,0,,S3
0.448,2,1,0,,S3
0.4929,2,1,0,,S3
0.5337999999999999,1,1,0,,S3
0.4756,2,0,0,,S3
0.4802,1,0,0,,S3
0.4126,2,1,0,,S3
0.4869,1,1,0,,S3
0.5708,2,1,0,,S3
0.5759,1,1,0,,S3
0.4024,2,0,0,,S3
0.43889999999999996,2,1,0,,S3
0.6272000000000001,1,1,0,,S3
0.4397,2,1,0,,S3
0.4792,1,1,0,,S3
0.44789999999999996,2,1,0,,S3
0.518,2,1,0,,S3
0.5287000000000001,1,1,0,,S3
0.45330000000000004,2,1,0,,S3
0.6404,1,1,0,,S3
0.32389999999999997,2,0,0,,S3
0.4702,1,0,0,,S3
0.546,1,1,0,,S3
0.48860000000000003,2,0,0,,S3
0.5541,2,1,0,,S3
0.4653,1,0,0,,S3
0.4521,2,1,0,,S3
0.4486,2,1,0,,S3
0.4393,1,0,0,,S3
0.4583,2,0,0,,S3
0.48769999999999997,1,1,0,,S3
0.5207999999999999,1,1,0,,S3
0.4328,1,1,0,,S3
0.4975,2,1,0,,S3
0.768,2,1,0,,S3
0.4285,2,0,0,,S3
0.5203,2,1,0,,S3
0.37960000000000005,2,1,0,,S3
0.4541,2,1,0,,S3
0.4003,2,0,0,,S3
0.5567000000000001,2,1,0,,S3
0.5601,2,0,0,,S3
0.4824,1,1,0,,S3
0.5076,1,1,0,,S3
0.45480000000000004,1,1,0,,S3
0.479,1,0,0,,S3
0.5532999999999999,2,1,0,,S3
0.4676,2,1,0,,S3
0.4089,2,1,0,,S3
0.4659,2,1,0,,S3
0.48260000000000003,2,0,0,,S3
0.4717,2,1,0,,S3
0.4777,2,1,0,,S3
0.6001000000000001,1,0,0,,S3
0.5576,1,0,0,,S3
0.3872,2,1,0,,S3
0.5565,2,0,1,0.07840000000000001,S3
0.5524,2,0,0,,S3
0.5028,1,1,0,,S3
0.4556,1,0,0,,S3
0.5626,2,1,0,,S3
0.43510000000000004,2,1,0,,S3
0.5267000000000001,1,1,0,,S3
0.4047,2,0,0,,S3
0.4168,1,1,0,,S3
0.42419999999999997,1,1,0,,S3
0.5532,1,1,0,,S3
0.5177999999999999,1,0,0,,S3
0.5024,2,1,0,,S3
0.4568,2,0,0,,S3
0.44160000000000005,1,0,0,,S3
0.45330000000000004,1,1,0,,S3
0.501,1,1,0,,S3
0.6286,1,1,0,,S3
0.6417999999999999,2,0,1,0.0184,S3
0.6584,1,1,0,,S3
0.5347999999999999,1,1,0,,S3
0.4352,2,1,0,,S3
0.4599,1,0,0,,S3
0.571,1,1,0,,S3
0.6155,1,1,0,,S3
0.4593,2,1,0,,S3
0.5872999999999999,2,1,0,,S3
0.521,1,1,0,,S3
0.6396000000000001,1,1,0,,S3
0.5873999999999999,2,1,0,,S3
0.4652,1,1,0,,S3
0.7126,2,1,0,,S3
0.5171,2,0,0,,S3
0.5664,2,1,0,,S3
0.5111,1,1,0,,S3
0.5495,2,1,0,,S3
0.6486000000000001,2,1,0,,S3
0.5172,2,1,0,,S3
0.5844,2,1,0,,S3
0.49160000000000004,2,1,0,,S3
0.5654,2,1,0,,S3
0.4726,2,1,0,,S3
0.5139,1,1,0,,S3
0.5023,1,1,0,,S3
0.5297999999999999,1,1,0,,S3
0.564,2,1,0,,S3
0.4673,2,1,0,,S3
0.5125,1,0,0,,S3
0.4736,2,0,0,,S3
0.4279,1,1,0,,S3
0.5639,2,1,0,,S3
0.4915,1,1,0,,S3
0.4642,2,1,0,,S3
0.4315,2,1,0,,S3
0.5126000000000001,1,1,0,,S3
0.45089999999999997,1,1,0,,S3
0.49019999999999997,1,1,0,,S3
0.494,2,1,0,,S3
0.45389999999999997,2,1,0,,S3
0.4824,2,1,0,,S3
0.4526,2,0,0,,S3
0.5383,2,1,0,,S3
0.4615,2,0,0,,S3
0.4671,1,1,0,,S3
0.4521,1,1,0,,S3
0.4763,1,0,0,,S3
0.4166,2,1,0,,S3
0.4556,2,0,0,,S3
0.45489999999999997,1,1,0,,S3
0.4031,2,0,0,,S3
0.5427000000000001,2,1,0,,S3
0.6306,2,1,0,,S3
0.5089,2,1,0,,S3
0.4809,2,0,0,,S3
0.5387000000000001,2,0,0,,S3
0.4502,2,1,0,,S3
0.43560000000000004,2,1,0,,S3
0.5287000000000001,2,1,0,,S3
0.489,1,1,0,,S3
0.447,1,1,0,,S3
0.4982,1,1,0,,S3
0.44339999999999996,2,1,0,,S3
0.4741,1,1,0,,S3
0.4744,1,0,0,,S3
0.5718,2,1,0,,S3
0.3961,2,0,0,,S3
0.6917000000000001,1,0,1,0.0434,S3
0.6444,1,1,0,,S3
0.5442,2,0,0,,S3
0.5761000000000001,1,0,0,,S3
0.4481,2,0,0,,S3
0.607,2,1,0,,S3
0.5972999999999999,2,0,0,,S3
0.5361,1,1,0,,S3
0.4764,2,1,0,,S3
0.49460000000000004,2,1,0,,S3
0.5332,1,1,0,,S3
0.49939999999999996,2,1,0,,S3
0.6321,2,1,0,,S3
0.4199,2,1,0,,S3
0.5888,2,1,0,,S3
0.4744,1,1,0,,S3
0.43339999999999995,2,0,0,,S3
0.4686,2,1,0,,S3
0.4835,2,1,0,,S3
0.49689999999999995,1,1,0,,S3
0.4687,2,1,0,,S3
0.4895,2,0,0,,S3
0.0325,1,1,0,,S3
0.5588,2,1,0,,S3
0.5324,2,0,0,,S3
0.5177,1,0,0,,S3
0.437,1,1,0,,S3
0.619,1,1,0,,S3
0.5166000000000001,2,1,0,,S3
0.4843,2,1,0,,S3
0.6422,2,1,0,,S3
0.53,1,1,0,,S3
0.42269999999999996,2,1,0,,S3
0.4585,2,1,0,,S3
0.5069,2,0,0,,S3
0.5028,2,1,0,,S3
0.41,2,0,0,,S3
0.5635,2,1,0,,S3
0.42210000000000003,2,1,0,,S3
0.5679,2,1,0,,S3
0.4736,2,1,0,,S3
0.4772,2,1,0,,S3
0.7002999999999999,1,1,0,,S3
0.5225,1,1,0,,S3
0.5258999999999999,2,0,0,,S3
0.5347999999999999,2,0,0,,S3
0.5094,2,1,0,,S3
0.5819,2,1,0,,S3
0.5137999999999999,2,1,0,,S3
0.5424,1,1,0,,S3
0.6612,2,1,0,,S3
0.4788,1,1,0,,S3
0.6447999999999999,2,1,0,,S3
0.518,2,1,0,,S3
0.5065,1,1,0,,S3
0.4724,2,1,0,,S3
0.5347000000000001,2,1,0,,S3
0.5931000000000001,1,1,0,,S3
0.49660000000000004,2,1,0,,S3
0.5113,1,1,0,,S3
0.4661,2,1,0,,S3
0.48869999999999997,2,0,0,,S3
0.4733,1,1,0,,S3
0.5281,1,1,0,,S3
0.5088,1,1,0,,S3
0.6028,1,1,0,,S3
0.5368999999999999,1,0,0,,S3
0.4552,2,1,0,,S3
0.49219999999999997,2,1,0,,S3
0.4638,2,1,0,,S3
0.6069,1,1,0,,S3
0.4109,2,1,0,,S3
0.5038,2,1,0,,S3
0.43910000000000005,2,0,0,,S3
0.49510000000000004,1,1,1,0.1097,S3
0.5832999999999999,1,1,0,,S3
0.5277000000000001,1,1,0,,S3
0.43360000000000004,1,1,0,,S3
0.5373,1,0,1,0.0493,S3
0.6573,1,1,0,,S3
0.49939999999999996,2,0,0,,S3
0.5177999999999999,2,1,0,,S3
0.4772,2,1,0,,S3
0.5127,2,1,0,,S3
0.5141,2,1,0,,S3
0.49439999999999995,2,1,0,,S3
0.5076,1,1,0,,S3
0.5388999999999999,2,0,0,,S3
0.6189,1,0,0,,S3
0.5622999999999999,2,1,0,,S3
0.5229,1,1,0,,S3
0.4579,2,1,0,,S3
0.5038,2,1,0,,S3
0.4933,1,1,0,,S3
0.4583,2,1,0,,S3
0.565,2,1,0,,S3
0.5615,2,1,0,,S3
0.44839999999999997,2,1,0,,S3
0.555,1,1,0,,S3
0.5963999999999999,2,1,0,,S3
0.5065,2,1,0,,S3
0.544,1,1,0,,S3
0.553,1,1,0,,S3
0.49369999999999997,2,1,0,,S3
0.5398999999999999,2,1,0,,S3
0.5326000000000001,2,1,0,,S3
0.48960000000000004,2,1,0,,S3
0.488,2,0,0,,S3
0.5114,1,1,0,,S3
0.5241,2,1,0,,S3
0.4347,2,1,0,,S3
0.5227999999999999,1,1,0,,S3
0.5253,2,0,0,,S3
0.4587,1,1,0,,S3
0.5428999999999999,2,1,0,,S3
0.468,1,1,0,,S3
0.5297999999999999,2,1,0,,S3
0.5637000000000001,1,1,0,,S3
0.5214,1,1,0,,S3
0.49439999999999995,2,1,0,,S3
0.5597000000000001,1,1,0,,S3
0.4796,1,1,0,,S3
0.6095,2,1,0,,S3
0.54,2,1,0,,S3
0.5065,2,1,0,,S3
0.5862999999999999,1,1,0,,S3
0.5527000000000001,1,1,0,,S3
0.49110000000000004,1,1,0,,S3
0.5094,2,0,0,,S3
0.5031,2,1,0,,S3
0.48,1,1,0,,S3
0.5142,2,1,0,,S3
0.4656,1,0,0,,S3
0.4859,2,1,0,,S3
0.5335,1,0,1,0.048,S3
0.5624,2,1,0,,S3
0.6005,2,1,0,,S3
0.5293,1,1,0,,S3
0.44,2,1,0,,S3
0.5097,1,0,0,,S3
0.536,1,1,0,,S3
0.49169999999999997,1,1,0,,S3
0.492,1,1,0,,S3
0.475,2,1,1,0.044899999999999995,S3
0.5384,1,1,0,,S3
0.4681,2,0,0,,S3
0.5901000000000001,2,1,0,,S3
0.5488,1,1,0,,S3
0.5608,2,0,0,,S3
0.4968,1,1,0,,S3
0.44589999999999996,2,1,0,,S3
0.6119,2,1,0,,S3
0.5276000000000001,2,1,0,,S3
0.44539999999999996,1,0,0,,S3
0.5361,1,1,0,,S3
0.5152,1,1,0,,S3
0.6077,1,1,0,,S3
0.4894,2,1,0,,S3
0.5518,2,1,0,,S3
0.579,2,1,0,,S3
0.5182,2,1,0,,S3
0.44339999999999996,2,1,0,,S3
0.4415,2,0,0,,S3
0.4783,2,1,0,,S3
0.5235,1,1,0,,S3
0.4796,2,1,0,,S3
0.4605,2,1,0,,S3
0.4957,1,1,0,,S3
0.4909,2,1,0,,S3
0.5039,2,1,0,,S3
0.4759,1,1,0,,S3
0.39289999999999997,2,1,0,,S3
0.5347999999999999,1,1,0,,S3
0.462,2,0,0,,S3
0.4929,1,1,0,,S3
0.548,2,1,0,,S3
0.5675,1,1,0,,S3
0.4617,2,1,0,,S3
0.5545,2,0,1,0.1525,S3
0.7312000000000001,1,1,0,,S3
0.5408,2,0,0,,S3
0.5568,2,1,0,,S3
0.43639999999999995,2,1,0,,S3
0.5662,1,1,0,,S3
0.5317000000000001,2,0,1,0.0746,S3
0.5645,1,1,0,,S3
0.6242000000000001,2,1,0,,S3
0.4647,1,1,0,,S3
0.6526000000000001,2,1,0,,S3
0.448,1,1,0,,S3
0.42710000000000004,2,1,0,,S3
0.4764,1,1,0,,S3
0.4869,2,1,0,,S3
0.5801000000000001,1,1,0,,S3
0.44060000000000005,1,1,0,,S3
0.496,1,1,0,,S3
0.49910000000000004,2,0,0,,S3
0.6179,2,1,0,,S3
0.5209,1,1,0,,S3
0.49160000000000004,2,1,0,,S3
0.4627,1,1,0,,S3
0.582,2,0,0,,S3
0.5195,2,1,0,,S3
0.5348999999999999,2,1,0,,S3
0.5428,1,1,0,,S3
0.4863,2,1,0,,S3
0.5532,2,0,0,,S3
0.5368999999999999,2,1,0,,S3
0.5388999999999999,1,1,0,,S3
0.4233,2,1,0,,S3
0.4766,1,1,0,,S3
0.4824,2,1,0,,S3
0.49739999999999995,2,0,0,,S3
0.508,1,1,0,,S3
0.4758,1,0,0,,S3
0.655,2,1,0,,S3
0.6556000000000001,1,1,0,,S3
0.49860000000000004,2,1,0,,S3
0.5229,2,0,0,,S3
0.5006,1,0,0,,S3
0.5092,1,1,0,,S3
0.5022,1,1,0,,S3
0.5307999999999999,1,0,0,,S3
0.4024,2,1,0,,S3
0.4935,1,1,0,,S3
0.506,1,1,0,,S3
0.4383,2,0,0,,S3
0.5952999999999999,2,1,0,,S3
0.4797,1,1,0,,S3
0.4797,1,1,0,,S3
0.48169999999999996,2,0,0,,S3
0.4437,1,1,0,,S3
0.5491,2,0,0,,S3
0.575,1,1,0,,S3
0.437,2,0,0,,S3
0.5662999999999999,1,1,0,,S3
0.44539999999999996,1,1,0,,S3
0.5434,1,1,0,,S3
0.49060000000000004,1,1,0,,S3
0.5768,2,1,0,,S3
0.5215,2,1,0,,S3
0.6287,1,1,0,,S3
0.505,2,1,0,,S3
0.5397000000000001,1,0,0,,S3
0.5591,2,1,0,,S3
0.4622,2,1,0,,S3
0.4854,1,1,0,,S3
0.4482,2,1,0,,S3
0.624,2,1,0,,S3
0.5025,1,1,0,,S3
0.4685,2,0,0,,S3
0.5867,2,1,0,,S3
0.5465,1,1,0,,S3
0.4952,1,1,0,,S3
0.4972,2,1,0,,S3
0.5492999999999999,1,0,0,,S3
0.5348999999999999,2,1,0,,S3
0.4784,2,1,0,,S3
0.4859,2,1,0,,S3
0.4547,2,0,0,,S3
0.6754,1,1,0,,S3
0.5908,2,1,0,,S3
0.5716,2,1,0,,S3
0.48510000000000003,2,1,0,,S3
0.5072,1,1,0,,S3
0.4795,2,0,0,,S3
0.6033,2,1,0,,S3
0.5037,2,0,0,,S3
0.5015,2,1,0,,S3
0.4814,1,0,0,,S3
0.5087,2,1,0,,S3
0.5072,2,0,0,,S3
0.512,1,1,0,,S3
0.643,1,1,0,,S3
0.552,2,0,0,,S3
0.535,2,0,0,,S3
0.722,1,0,0,,S3
0.6543,1,1,0,,S3
0.5481,2,1,0,,S3
0.527,2,1,0,,S3
0.43539999999999995,2,1,0,,S3
0.4943,1,1,0,,S3
0.5696,1,1,0,,S3
0.417,1,0,0,,S3
0.4626,2,0,0,,S3
0.5085,2,1,0,,S3
0.5642999999999999,1,1,0,,S3
0.4593,1,1,0,,S3
0.503,1,1,0,,S3
0.5412,2,1,0,,S3
0.5267000000000001,2,0,1,0.1043,S3
0.5701,1,1,0,,S3
0.496,1,1,0,,S3
0.6025,1,1,0,,S3
0.5338999999999999,1,1,0,,S3
0.5067,1,1,0,,S3
0.8115,2,0,0,,S3
0.5361,1,0,0,,S3
0.5383,2,1,0,,S3
0.4652,2,1,0,,S3
0.4938,1,0,0,,S3
0.3952,2,1,0,,S3
0.4659,1,1,0,,S3
0.4413,2,1,0,,S3
0.3871,2,1,0,,S3
0.5098,2,1,0,,S3
0.539,1,1,0,,S3
0.4116,2,0,0,,S3
0.4656,1,0,0,,S3
0.4422,2,1,0,,S3
0.4166,2,0,0,,S3
0.44010000000000005,2,0,1,0.09079999999999999,S3
0.5242,2,0,0,,S3
0.5707000000000001,2,0,0,,S3
0.44630000000000003,2,1,0,,S3
0.48760000000000003,2,1,0,,S3
0.5405,2,0,0,,S3
0.5283,1,1,0,,S3
0.5292,2,0,0,,S3
0.4942,1,1,0,,S3
0.5204,2,1,0,,S3
0.4179,1,0,0,,S3
0.4929,2,1,0,,S3
0.4164,2,1,0,,S3
0.5184,1,1,0,,S3
0.5285,2,1,0,,S3
0.3887,1,0,0,,S3
0.501,2,1,0,,S3
0.4547,1,1,0,,S3
0.419,2,1,0,,S3
0.441,1,1,0,,S3
0.5011,1,1,0,,S3
0.4545,1,1,0,,S3
0.5408999999999999,1,1,0,,S3
0.5592,1,1,0,,S3
0.44989999999999997,1,1,0,,S3
0.5387000000000001,2,1,0,,S3
0.4758,2,1,0,,S3
0.4893,1,1,0,,S3
0.4089,2,1,0,,S3
0.4947,1,1,0,,S3
0.42260000000000003,2,1,0,,S3
0.4803,2,1,0,,S3
0.4667,2,1,0,,S3
0.4317,1,1,0,,S3
0.45039999999999997,1,1,0,,S3
0.5075,2,1,0,,S3
0.5104,1,1,0,,S3
0.532,1,1,0,,S3
0.4908,2,1,0,,S3
0.45239999999999997,2,1,0,,S3
0.4678,2,1,0,,S3
0.45280000000000004,2,1,0,,S3
0.4582,2,1,0,,S3
0.4933,2,1,0,,S3
0.4315,2,1,0,,S3
0.4591,1,1,0,,S3
0.49610000000000004,1,1,0,,S3
0.42860000000000004,2,1,0,,S3
0.6047,2,1,0,,S3
0.4299,2,0,0,,S3
0.4737,1,1,0,,S3
0.44530000000000003,2,1,0,,S3
0.44680000000000003,2,0,0,,S3
0.52,1,1,0,,S3
0.4814,1,1,0,,S3
0.37910000000000005,2,1,0,,S3
0.3932,2,0,0,,S3
0.44830000000000003,2,1,0,,S3
0.4471,1,1,0,,S3
0.4137,2,0,0,,S3
0.5101,1,1,0,,S3
0.49169999999999997,2,1,1,0.058,S3
0.5837,1,0,0,,S3
0.3915,2,1,0,,S3
0.5296000000000001,1,1,0,,S3
0.4347,2,1,0,,S3
0.4456,2,1,0,,S3
0.4425,1,0,0,,S3
0.4362,1,0,0,,S3
0.616,1,1,0,,S3
0.3985,2,1,0,,S3
0.4594,2,1,0,,S3
0.5498,2,0,0,,S3
0.5428999999999999,2,1,0,,S3
0.4894,1,0,0,,S3
0.5036,1,0,1,0.0584,S3
0.49310000000000004,2,1,0,,S3
0.4774,2,1,0,,S3
0.511,1,1,0,,S3
0.48260000000000003,1,0,0,,S3
0.5423,1,1,0,,S3
0.644,2,0,0,,S3
0.5023,2,1,0,,S3
0.4796,2,1,0,,S3
0.5074,1,1,0,,S3
0.5023,2,1,0,,S3
0.493,1,1,0,,S3
0.4032,2,0,0,,S3
0.4884,2,1,0,,S3
0.5256000000000001,2,1,0,,S3
0.4714,2,1,0,,S3
0.6805,1,1,0,,S3
0.4034,1,0,0,,S3
0.4801,1,1,0,,S3
0.4402,1,1,1,0.0832,S3
0.4808,1,1,0,,S3
0.4644,2,1,0,,S3
0.5227999999999999,1,1,0,,S3
0.5462,2,0,0,,S3
0.3715,1,1,0,,S3
0.5637000000000001,2,0,0,,S3
0.5102,2,1,0,,S3
0.665,2,1,0,,S3
0.4809,2,0,0,,S3
0.5685,2,0,0,,S3
0.49110000000000004,2,0,0,,S3
0.49889999999999995,2,0,0,,S3
0.5254,2,1,0,,S3
0.4859,2,1,0,,S3
0.4648,1,1,0,,S3
0.5345,1,1,0,,S3
0.5992000000000001,1,0,1,0.12,S3
0.471,2,1,0,,S3
0.492,2,1,0,,S3
0.478,1,1,0,,S3
0.4004,2,0,1,0.101,S3
0.5481,2,1,0,,S3
0.5226000000000001,2,1,0,,S3
0.5019,1,1,0,,S3
0.454,2,1,0,,S3
0.5067,1,1,0,,S3
0.426,1,0,0,,S3
0.4791,2,1,0,,S3
0.44889999999999997,1,1,0,,S3
0.43639999999999995,1,1,0,,S3
0.5312,2,1,0,,S3
0.4618,2,1,0,,S3
0.5377000000000001,1,1,0,,S3
0.44039999999999996,2,1,0,,S3
0.5272,1,0,0,,S3
0.4147,2,0,0,,S3
0.4004,2,0,0,,S3
0.6165,2,1,0,,S3
0.5232,1,1,0,,S3
0.48210000000000003,1,1,0,,S3
0.504,1,1,0,,S3
0.6922,1,1,0,,S3
0.5245,2,1,0,,S3
0.5258999999999999,2,0,0,,S3
0.5143,1,0,0,,S3
0.5827,1,1,0,,S3
0.4739,2,1,0,,S3
0.4083,2,0,0,,S3
0.44889999999999997,1,1,0,,S3
0.4781,2,0,0,,S3
0.4656,2,1,0,,S3
0.5097,2,0,1,0.0554,S3
0.5898,2,1,0,,S3
0.5194,2,1,0,,S3
0.4373,1,1,0,,S3
0.538,1,1,0,,S3
0.4169,2,0,0,,S3
0.404,1,1,0,,S3
0.448,2,1,0,,S3
0.5021,1,1,0,,S3
0.44060000000000005,2,1,0,,S3
0.4591,2,1,0,,S3
0.5542,2,1,0,,S3
0.43010000000000004,1,1,0,,S3
0.4953,2,1,0,,S3
0.5071,2,1,0,,S3
0.464,2,1,0,,S3
0.5256000000000001,2,1,0,,S3
0.519,1,1,0,,S3
0.42310000000000003,1,0,1,0.1288,S3
0.48160000000000003,1,1,0,,S3
0.4089,1,1,0,,S3
0.624,2,1,0,,S3
0.4413,2,1,0,,S3
0.3945,2,1,0,,S3
0.5679,1,1,0,,S3
0.4244,2,1,0,,S3
0.4357,2,1,0,,S3
0.4565,1,0,1,0.0945,S3
0.5432,1,1,0,,S3
0.37960000000000005,2,0,0,,S3
0.4833,1,1,0,,S3
0.42669999999999997,2,1,0,,S3
0.4412,2,0,0,,S3
0.4327,2,1,0,,S3
0.5348999999999999,1,1,0,,S3
0.38780000000000003,2,1,0,,S3
0.4507,1,1,0,,S3
0.3892,1,1,0,,S3
0.4566,2,0,1,0.06420000000000001,S3
0.4365,1,0,1,0.1198,S3
0.5865,1,1,0,,S3
0.4787,1,1,0,,S3
0.4708,1,0,1,0.0935,S3
0.7404,2,1,0,,S3
0.5327000000000001,1,1,0,,S3
0.4972,2,1,0,,S3
0.3951,2,1,0,,S3
0.4737,2,1,0,,S3
0.5412,1,1,0,,S3
0.5464,2,1,0,,S3
0.4172,2,1,0,,S3
0.5472,2,1,0,,S3
0.5819,2,1,0,,S3
0.48810000000000003,2,0,1,0.0719,S3
0.5524,1,1,0,,S3
0.4879,1,1,0,,S3
0.4828,2,1,0,,S3
0.4181,2,1,0,,S3
0.4787,2,1,0,,S3
0.464,2,1,0,,S3
0.42969999999999997,1,1,0,,S3
0.44260000000000005,1,1,0,,S3
0.4638,2,0,0,,S3
0.4066,1,1,0,,S3
0.5021,1,1,0,,S3
0.4706,2,1,0,,S3
0.51,1,1,0,,S3
0.411,2,1,0,,S3
0.6134,1,0,0,,S3
0.4642,2,1,0,,S3
0.4633,2,0,0,,S3
0.4781,1,1,0,,S3
0.4741,2,1,0,,S3
0.442,1,1,0,,S3
0.44260000000000005,2,1,0,,S3
0.44339999999999996,2,0,0,,S3
0.49339999999999995,1,1,0,,S3
0.4748,1,1,0,,S3
0.4903,2,1,0,,S3
0.4603,1,1,0,,S3
0.49889999999999995,2,1,0,,S3
0.5226000000000001,2,1,0,,S3
0.3886,2,1,0,,S3
0.5318999999999999,1,1,0,,S3
0.5544,1,0,0,,S3
0.5258999999999999,2,0,0,,S3
0.43410000000000004,1,1,0,,S3
0.4908,2,1,0,,S3
0.4745,1,1,0,,S3
0.5417000000000001,1,1,0,,S3
0.4838,2,1,0,,S3
0.4776,2,1,0,,S3
0.48660000000000003,1,0,0,,S3
0.5293,1,1,0,,S3
0.488,1,1,0,,S3
0.5526,1,1,0,,S3
0.4495,2,1,0,,S3
0.49660000000000004,1,1,0,,S3
0.44530000000000003,1,1,0,,S3
0.4097,1,1,0,,S3
0.4476,1,1,0,,S3
0.49510000000000004,2,1,0,,S3
0.5636,1,1,0,,S3
0.4659,2,1,0,,S3
0.4734,2,1,0,,S3
0.4423,1,1,0,,S3
0.4073,2,1,0,,S3
0.5224,1,0,0,,S3
0.4123,2,1,0,,S3
0.5824,1,1,0,,S3
0.4144,1,1,0,,S3
0.42660000000000003,1,1,0,,S3
0.5287999999999999,2,0,1,0.0008,S3
0.4225,1,1,0,,S3
0.532,2,1,0,,S3
0.48769999999999997,2,1,0,,S3
0.4681,2,1,0,,S3
0.4913,1,0,0,,S3
0.39239999999999997,2,0,0,,S3
0.4482,2,0,0,,S3
0.5167,1,1,0,,S3
0.5418999999999999,2,1,0,,S3
0.4095,2,1,0,,S3
0.426,1,1,0,,S3
0.6214,1,1,0,,S3
0.5322,2,1,0,,S3
0.38230000000000003,1,0,0,,S3
